const unsigned char style_default[] = {
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x28,
0x28,0x28,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x19,
0x19,0x19,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0x31,0x31,0x31,0xff,0x06,0x00,0x00,0x00,0xbb,0xbb,0xbb,0xff,0x01,0x00,0x00,0x00,0x48,
0x48,0x48,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf5,
0xf5,0xf5,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf5,
0xf5,0xf5,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf5,
0xf5,0xf5,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xea,
0xea,0xea,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xea,
0xea,0xea,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x0b,0x00,0x00,0x00,0x08,0x00,0x00,0x00,0x0a,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xea,
0xea,0xea,0xff,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,
0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x39,0x39,0x39,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x2a,0x2d,0x2e,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x00,0x00,0x00,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
0x00,0xff,0xff,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x04,0x00,0x00,0x00,0x18,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0xd0,0xd0,0xd0,0xff,0x01,0x00,0x00,0x00,0xbe,0xbe,0xbe,0xff,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0xff,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x04,
0x00,0x00,0x00,0x0a,0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0xa0,0xa0,0xa0,0xff,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x00,0x00,0x00,0x00,0x03,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x12,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x06,
0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x65,0x6d,0x70,0x74,0x79,
0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x12,0x96,0xdb,0xff,0x12,0x00,0x00,0x00,0x01,0x00,0x00,
0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x65,0x6d,0x70,
0x74,0x79,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x12,0x96,0xdb,0xff,0x12,0x00,0x00,0x00,0x01,
0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,0x00,0x65,
0x6d,0x70,0x74,0x79,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x12,0x00,0x00,
0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x01,0x00,0x00,0x00,0x0e,0x00,0x00,
0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x12,0x96,0xdb,0xff,0x12,
0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x0e,
0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x12,0x96,0xdb,
0xff,0x12,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,
0x00,0x0e,0x00,0x00,0x00,0x63,0x68,0x65,0x63,0x6b,0x00,0x04,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0xa0,
0xa0,0xa0,0xff,0x08,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,
0x00,0x00,0x00,0x29,0x29,0x29,0xff,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x0c,
0x00,0x00,0x00,0x73,0x77,0x69,0x74,0x63,0x68,0x00,0x03,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x00,0x00,
0x00,0x00,0x02,0x00,0x00,0x00,0xf0,0xf0,0xf0,0xff,0x06,0x00,0x00,0x00,0x00,0x00,0x00,0xff,0x00,0x00,
0x00,0x00,0x06,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x08,0x00,0x00,0x00,0x01,0x00,
0x00,0x00,0x09,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,
0x00,0x00,0x00,0x00,0x00,0xff,0x04,0x00,0x00,0x00,0x20,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,
0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x20,0x20,0x20,0xff,0x00,0x00,
0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,0x00,0x00,0x29,0x29,
0x29,0xff,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x06,0x00,0x00,0x00,0xff,0xff,0xff,0xff,0x01,0x00,
0x00,0x00,0x29,0x29,0x29,0xff,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xff,0xff,
0x00,0xff,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,};/*18130*/
